SPIEL:
SPIELER:KI_1,weiss,1,0
SPIELER:KI_2,schwarz,2,0
AM ZUG:KI_2
HISTORIE:1. G7I9 - F6,2. C5A5 - D5,3. G6I8 - F5,4. C4A4 - D4,5. F6H8 - E5,6. C3A3 - D3,7. H9 - H8,8. B6 - C6,9. G5I7 - F4,10. B2A2 - C2,11. H5I6 - G4,12. D3B1 - E4,13. F6H6 - E6,14. D5B3 - E6,15. H5H4 - H6,
BRETT:
SPIELFELD:,E1,FIGUR:null
SPIELFELD:,I5,FIGUR:weiss
SPIELFELD:,E2,FIGUR:null
SPIELFELD:,I6,FIGUR:null
SPIELFELD:,E3,FIGUR:null
SPIELFELD:,I7,FIGUR:null
SPIELFELD:,E4,FIGUR:schwarz
SPIELFELD:,I8,FIGUR:null
SPIELFELD:,A1,FIGUR:schwarz
SPIELFELD:,E5,FIGUR:weiss
SPIELFELD:,I9,FIGUR:null
SPIELFELD:,A2,FIGUR:null
SPIELFELD:,E6,FIGUR:schwarz
SPIELFELD:,A3,FIGUR:null
SPIELFELD:,E7,FIGUR:null
SPIELFELD:,A4,FIGUR:null
SPIELFELD:,E8,FIGUR:null
SPIELFELD:,A5,FIGUR:null
SPIELFELD:,E9,FIGUR:null
SPIELFELD:,F2,FIGUR:null
SPIELFELD:,F3,FIGUR:null
SPIELFELD:,F4,FIGUR:weiss
SPIELFELD:,B1,FIGUR:null
SPIELFELD:,F5,FIGUR:weiss
SPIELFELD:,B2,FIGUR:schwarz
SPIELFELD:,F6,FIGUR:weiss
SPIELFELD:,B3,FIGUR:null
SPIELFELD:,F7,FIGUR:weiss
SPIELFELD:,B4,FIGUR:schwarz
SPIELFELD:,F8,FIGUR:null
SPIELFELD:,B5,FIGUR:schwarz
SPIELFELD:,F9,FIGUR:null
SPIELFELD:,B6,FIGUR:null
SPIELFELD:,G3,FIGUR:null
SPIELFELD:,G4,FIGUR:weiss
SPIELFELD:,C1,FIGUR:null
SPIELFELD:,G5,FIGUR:weiss
SPIELFELD:,C2,FIGUR:schwarz
SPIELFELD:,G6,FIGUR:weiss
SPIELFELD:,C3,FIGUR:schwarz
SPIELFELD:,G7,FIGUR:weiss
SPIELFELD:,C4,FIGUR:schwarz
SPIELFELD:,G8,FIGUR:null
SPIELFELD:,C5,FIGUR:schwarz
SPIELFELD:,G9,FIGUR:null
SPIELFELD:,C6,FIGUR:schwarz
SPIELFELD:,C7,FIGUR:null
SPIELFELD:,H4,FIGUR:null
SPIELFELD:,D1,FIGUR:null
SPIELFELD:,H5,FIGUR:weiss
SPIELFELD:,D2,FIGUR:null
SPIELFELD:,H6,FIGUR:weiss
SPIELFELD:,D3,FIGUR:schwarz
SPIELFELD:,H7,FIGUR:weiss
SPIELFELD:,D4,FIGUR:schwarz
SPIELFELD:,H8,FIGUR:weiss
SPIELFELD:,D5,FIGUR:schwarz
SPIELFELD:,H9,FIGUR:null
SPIELFELD:,D6,FIGUR:null
SPIELFELD:,D7,FIGUR:null
SPIELFELD:,D8,FIGUR:null
